Event,Img_Name,Done_Time,Queue,Cumuli,CC_Cat_Bool,CC_Time,CR_Class,CR_Val,CR_Time,BBS_Time,HAAR_Time,FF_BBS_Bool,FF_BBS_Val,FF_BBS_Time,Face_Bool,PC_Class,PC_Val,PC_Time,Total_Time
153,2020_06_02_06-50-09.055865,2020_06_02_06-50-11.252384,3,0,True,0.5919294357299805,,,,0.4859926700592041,0.40172648429870605,False,0.77139014,0.5322158336639404,False,,,,2.011864423751831
153,2020_06_02_06-50-09.586276,2020_06_02_06-50-13.729378,4,0,True,0.6373105049133301,,,,0.46912646293640137,0.4944581985473633,False,0.952887,0.46933984756469727,False,,,,2.070235013961792
153,2020_06_02_06-50-12.428941,2020_06_02_06-50-17.652442,5,0,True,0.7942028045654297,,,,0.3965742588043213,0.4397735595703125,False,0.9965083,0.4739103317260742,False,,,,2.1044609546661377
153,2020_06_02_06-50-15.762769,2020_06_02_06-50-22.639817,7,0,True,0.663261890411377,,,,0.5530023574829102,0.4459407329559326,False,0.99648833,0.4953634738922119,False,,,,2.1575684547424316
153,2020_06_02_06-50-18.873766,2020_06_02_06-50-26.298757,10,0,True,0.8176913261413574,,,,0.5175151824951172,0.5102925300598145,False,0.99740595,0.4220085144042969,False,,,,2.267507553100586
153,2020_06_02_06-50-19.470556,2020_06_02_06-50-29.021804,12,0,True,0.7565433979034424,,,,0.43392467498779297,0.4933469295501709,False,0.99768305,0.5187177658081055,False,,,,2.2025327682495117
153,2020_06_02_06-50-20.038100,2020_06_02_06-50-31.745030,15,0,True,0.7070128917694092,,,,0.5576450824737549,0.4005298614501953,False,0.99395084,0.6343204975128174,False,,,,2.2995083332061768
158,2020_06_02_08-16-47.823496,2020_06_02_08-16-50.116781,3,0,True,0.5383191108703613,,,,0.46141624450683594,0.4367225170135498,False,0.9939857,0.5067722797393799,False,,,,1.943230152130127
158,2020_06_02_08-16-48.337896,2020_06_02_08-16-52.760145,6,0,True,0.6673891544342041,,,,0.4577503204345703,0.5223050117492676,False,0.8864948,0.5900321006774902,False,,,,2.2374765872955322
158,2020_06_02_08-16-49.356242,2020_06_02_08-16-55.196209,8,0,True,0.6617121696472168,,,,0.4301872253417969,0.4275381565093994,False,0.9852716,0.4875156879425049,False,,,,2.006953239440918
158,2020_06_02_08-16-49.894468,2020_06_02_08-16-57.579459,8,0,True,0.5972297191619873,,,,0.47353696823120117,0.38794398307800293,False,0.9498712,0.5248732566833496,False,,,,1.983583927154541
158,2020_06_02_08-16-51.386200,2020_06_02_08-17-01.113571,11,0,True,0.6853938102722168,,,,0.4973156452178955,0.6365151405334473,False,0.94481575,0.5205857753753662,False,,,,2.339810371398926
163,2020_06_02_17-10-50.639579,2020_06_02_17-10-53.078156,3,0,True,0.6176121234893799,,,,0.5137159824371338,0.6362967491149902,False,0.6203762,0.4992392063140869,False,,,,2.266864061355591
163,2020_06_02_17-10-51.127086,2020_06_02_17-10-55.911733,6,0,True,0.7171502113342285,,,,0.4994356632232666,0.674797534942627,False,0.93931234,0.548651933670044,False,,,,2.440035343170166
163,2020_06_02_17-10-52.280548,2020_06_02_17-10-58.750612,8,0,True,0.7334628105163574,,,,0.4881446361541748,0.7754065990447998,False,0.99330294,0.4326620101928711,False,,,,2.429676055908203
163,2020_06_02_17-10-52.819796,2020_06_02_17-11-01.820101,11,0,True,0.8355216979980469,,,,0.513838529586792,0.8191964626312256,False,0.99822825,0.5136480331420898,False,,,,2.6822047233581543
163,2020_06_02_17-10-53.838825,2020_06_02_17-11-04.160034,13,0,True,0.7471358776092529,,,,0.5533709526062012,0.26090264320373535,False,0.6919386,0.39881086349487305,False,,,,1.9602203369140625
166,2020_06_02_18-13-35.970938,2020_06_02_18-13-38.351939,3,0,True,0.6089434623718262,,,,0.4689664840698242,0.5216851234436035,False,0.99196213,0.5580112934112549,False,,,,2.157606363296509
166,2020_06_02_18-13-36.486521,2020_06_02_18-13-40.850198,5,0,True,0.6733827590942383,,,,0.6008834838867188,0.33524584770202637,False,0.8754659,0.4921128749847412,False,,,,2.1016249656677246
166,2020_06_02_18-13-37.670196,2020_06_02_18-13-43.221758,7,0,True,0.6613309383392334,,,,0.5216867923736572,0.10314273834228516,False,0.59061646,0.6309633255004883,False,,,,1.917123794555664
167,2020_06_02_22-22-26.516641,2020_06_02_22-22-28.570002,3,0,True,0.6095449924468994,,,,0.5278968811035156,0.23540019989013672,False,0.85108286,0.4935488700866699,False,,,,1.8663909435272217
175,2020_06_02_23-07-57.320280,2020_06_02_23-07-59.720008,4,0,True,0.6168842315673828,,,,0.4937279224395752,0.5464694499969482,False,0.7458693,0.49274396896362305,False,,,,2.1498255729675293
175,2020_06_02_23-07-57.802907,2020_06_02_23-08-02.403313,6,0,True,0.696652889251709,,,,0.5673203468322754,0.5204765796661377,False,0.9074318,0.47965145111083984,False,,,,2.264101266860962
175,2020_06_02_23-07-58.755474,2020_06_02_23-08-05.105271,9,0,True,0.8331208229064941,,,,0.5198979377746582,0.46030712127685547,False,0.9398657,0.4848191738128662,False,,,,2.298145055770874
175,2020_06_02_23-07-59.834325,2020_06_02_23-08-08.482098,11,0,True,0.7044558525085449,,,,0.5853848457336426,0.3145873546600342,False,0.9991653,0.5213196277618408,False,,,,2.1257476806640625
175,2020_06_02_23-08-00.779668,2020_06_02_23-08-10.954279,13,0,True,0.7687764167785645,,,,0.5036835670471191,0.20862317085266113,False,0.9855687,0.5200481414794922,False,,,,2.001131296157837
175,2020_06_02_23-08-01.368810,2020_06_02_23-08-13.545270,16,0,True,0.8094861507415771,,,,0.5883173942565918,0.1837766170501709,False,0.92139655,0.5355589389801025,False,,,,2.1171391010284424
175,2020_06_02_23-08-03.159191,2020_06_02_23-08-17.094500,18,0,True,0.8544516563415527,,,,0.5595030784606934,0.2683885097503662,False,0.9077503,0.5144307613372803,False,,,,2.1967740058898926
175,2020_06_02_23-08-03.885571,2020_06_02_23-08-19.657321,20,0,True,0.7118124961853027,,,,0.6017358303070068,0.1533668041229248,False,0.9022233,0.6143927574157715,False,,,,2.081307888031006
178,2020_06_02_23-35-27.876531,2020_06_02_23-35-29.879747,3,0,True,0.6238913536071777,,,,0.4589507579803467,0.3008909225463867,False,0.869844,0.498119592666626,False,,,,1.881852626800537
178,2020_06_02_23-35-28.463952,2020_06_02_23-35-32.338274,5,0,True,0.7364795207977295,,,,0.48483967781066895,0.2764120101928711,False,0.85772,0.534106969833374,False,,,,2.0318381786346436
178,2020_06_02_23-35-30.182735,2020_06_02_23-35-35.775982,6,0,True,0.7711358070373535,,,,0.6064152717590332,0.2510073184967041,False,0.8311669,0.4580092430114746,False,,,,2.0865676403045654
187,2020_06_03_01-39-38.837222,2020_06_03_01-39-41.041449,3,0,True,0.589766263961792,,,,0.494431734085083,0.3390345573425293,False,0.9019155,0.4872918128967285,False,,,,1.9105243682861328
187,2020_06_03_01-39-40.609906,2020_06_03_01-39-48.469049,9,-5,True,0.7077693939208984,,,,0.5059642791748047,0.5206317901611328,True,0.2017151,0.5619187355041504,True,True,0.5512043,3.9237780570983887,6.220062255859375
187,2020_06_03_01-39-41.205443,2020_06_03_01-39-51.434008,12,-5,True,0.7052147388458252,,,,0.5464801788330078,0.6181747913360596,False,0.79498595,0.5028314590454102,False,,,,2.3727011680603027
187,2020_06_03_01-39-42.886550,2020_06_03_01-39-54.858934,15,-5,True,0.6837472915649414,,,,0.491990327835083,0.3671414852142334,False,0.9085092,0.5904531478881836,False,,,,2.1333322525024414
187,2020_06_03_01-39-45.291135,2020_06_03_01-39-59.239439,17,-5,True,0.8116612434387207,,,,0.511770486831665,0.37670230865478516,False,0.9774145,0.6561875343322754,False,,,,2.3563215732574463
187,2020_06_03_01-39-48.957888,2020_06_03_01-40-04.142160,19,-5,True,0.6143746376037598,,,,0.5686697959899902,0.3931903839111328,False,0.9665781,0.5537834167480469,False,,,,2.1300182342529297
187,2020_06_03_01-39-49.664665,2020_06_03_01-40-06.896203,20,-5,True,0.7719991207122803,,,,0.6192843914031982,0.3907642364501953,False,0.9687801,0.5264747142791748,False,,,,2.3085224628448486
187,2020_06_03_01-39-50.184032,2020_06_03_01-40-09.481085,20,-5,True,0.6989331245422363,,,,0.5109829902648926,0.43257904052734375,False,0.99474525,0.4995741844177246,False,,,,2.1420693397521973
187,2020_06_03_01-39-50.810484,2020_06_03_01-40-12.554675,23,-5,True,0.8453488349914551,,,,0.6725671291351318,0.44760704040527344,False,0.9903296,0.6210122108459473,False,,,,2.5865352153778076
190,2020_06_03_04-15-23.773324,2020_06_03_04-15-25.648197,3,0,True,0.4399983882904053,,,,0.5155963897705078,0.2761728763580322,False,0.7956438,0.5153226852416992,False,,,,1.7470903396606445
190,2020_06_03_04-15-24.870373,2020_06_03_04-15-27.888511,4,0,True,0.6398735046386719,,,,0.4929995536804199,0.2628028392791748,False,0.75817794,0.43990588188171387,False,,,,1.8355817794799805
190,2020_06_03_04-15-25.366758,2020_06_03_04-15-30.333764,6,0,True,0.7137157917022705,,,,0.46420788764953613,0.2934086322784424,False,0.85519165,0.5383031368255615,False,,,,2.0096354484558105
196,2020_06_03_04-48-49.491559,2020_06_03_04-48-55.612348,7,-1,True,0.6111233234405518,,,,0.4589567184448242,0.24573731422424316,True,0.41838476,0.5014190673828125,True,True,0.5062897,4.1365838050842285,5.95382022857666
196,2020_06_03_04-48-50.033680,2020_06_03_04-49-01.664113,13,-6,True,0.7925338745117188,,,,,0.34439635276794434,,,,True,True,0.54667443,4.457280874252319,5.594211101531982
196,2020_06_03_04-48-53.186779,2020_06_03_04-49-05.998169,12,-6,True,0.7406492233276367,,,,0.5844316482543945,0.37261319160461426,False,0.97203493,0.40435242652893066,False,,,,2.102046489715576
196,2020_06_03_04-48-54.624727,2020_06_03_04-49-09.569221,14,-6,True,0.6221508979797363,,,,0.6492812633514404,0.5987317562103271,False,0.98174447,0.4535057544708252,False,,,,2.323669672012329
196,2020_06_03_04-48-55.587037,2020_06_03_04-49-12.334802,16,-6,True,0.7811942100524902,,,,0.4706299304962158,0.48662662506103516,False,0.9882758,0.5620400905609131,False,,,,2.3004908561706543
196,2020_06_03_04-48-56.160792,2020_06_03_04-49-15.340697,19,-6,True,0.8441870212554932,,,,0.5215718746185303,0.5395841598510742,False,0.99866354,0.5978388786315918,False,,,,2.5031819343566895
198,2020_06_03_06-23-11.366196,2020_06_03_06-23-16.585141,6,-7,True,0.6222536563873291,,,,,0.6331145763397217,,,,True,True,0.5654801,3.6614980697631836,4.916866302490234
198,2020_06_03_06-23-11.901767,2020_06_03_06-23-22.630696,12,-10000007,True,0.6490092277526855,,,,,0.6728894710540771,,,,True,True,0.68411267,4.2462310791015625,5.568129777908325
201,2020_06_03_06-23-24.700923,2020_06_03_06-23-27.079951,3,0,True,0.7249255180358887,,,,0.5530366897583008,0.3718602657318115,False,0.9635207,0.5004944801330566,False,,,,2.1503169536590576
201,2020_06_03_06-23-26.248982,2020_06_03_06-23-30.413909,5,0,True,0.8389384746551514,,,,0.4412691593170166,0.35938525199890137,False,0.97770303,0.5740702152252197,False,,,,2.213663101196289
201,2020_06_03_06-23-26.829123,2020_06_03_06-23-33.029769,8,0,True,0.7481498718261719,,,,0.5695004463195801,0.3355424404144287,False,0.87829936,0.5445516109466553,False,,,,2.197744369506836
203,2020_06_03_08-56-56.631774,2020_06_03_08-56-58.484187,2,0,True,0.6088497638702393,,,,0.4036281108856201,0.1680307388305664,False,0.92039853,0.5002858638763428,False,,,,1.6807944774627686
203,2020_06_03_08-56-57.183836,2020_06_03_08-57-00.697454,5,0,True,0.5166258811950684,,,,0.43101000785827637,0.10992002487182617,False,0.7518691,0.49851012229919434,False,,,,1.5560660362243652
205,2020_06_03_10-16-08.160038,2020_06_03_10-16-09.835590,2,0,True,0.45957350730895996,,,,0.43122363090515137,0.16122150421142578,False,0.9793186,0.3676185607910156,False,,,,1.4196372032165527
205,2020_06_03_10-16-08.632127,2020_06_03_10-16-13.837494,5,0,True,0.5656068325042725,,,,0.4543139934539795,0.16186785697937012,False,0.9346659,0.4165365695953369,False,,,,1.598325252532959
207,2020_06_03_13-51-00.571602,2020_06_03_13-51-02.966699,1,0,True,0.5458335876464844,,,,0.389009952545166,0.7156462669372559,False,0.99932325,0.4512295722961426,False,,,,2.101719379425049
207,2020_06_03_13-51-03.018567,2020_06_03_13-51-06.195823,5,0,True,0.6049449443817139,,,,0.48543691635131836,0.04461479187011719,False,0.87043417,0.445753812789917,False,,,,1.5807504653930664
103,2020_06_03_17-33-21.415259,2020_06_03_17-33-27.466713,6,0,True,0.7833654880523682,,,,,0.4104330539703369,,,,True,False,0.49985495,4.7208356857299805,5.9146342277526855
103,2020_06_03_17-33-22.016694,2020_06_03_17-33-34.193416,12,5,True,0.8589811325073242,,,,,0.40410780906677246,,,,True,False,0.44895267,4.768224000930786,6.031312942504883
103,2020_06_03_17-33-22.705923,2020_06_03_17-33-40.263774,16,18,True,0.7608592510223389,,,,,0.37366390228271484,,,,True,False,0.37334737,4.307145118713379,5.441668272018433
